prompt,response,ground truth
 Provide a detailed report on changes in water bodies and land use in Ward D during the previous summer., Please specify the specific location coordinates for Ward D so I can detect changes in water bodies and land use for the mentioned timeframe.,car/automobile/four-wheeler/motorcar vehicle like object counting/detection
 Analyze the change in buildings and land cover in Subdistrict E from 01/01/2015 to 19/11/2022., I need the specific location coordinates for Subdistrict E in order to detect changes in buildings and land cover for the specified time range. Please provide those coordinates.,car/automobile/four-wheeler/motorcar vehicle like object counting/detection
 Remove clouds from the aerial image captured over Subdistrict A on 01/01/2020., Could you please specify the exact location (latitude and longitude) for Subdistrict A so I can retrieve the aerial image for cloud removal?,car/automobile/four-wheeler/motorcar vehicle like object counting/detection
 Perform cloud removal on the aerial image taken over Ward 3 of Smithville as of today (05/12/2016).," To assist you further, I need the precise location coordinates for Ward 3 in Smithville. Please provide that information for cloud removal.",aircraft category object detection
 Remove clouds from the aerial image of Village X captured during the previous summer., I require the specific geographical coordinates of Village X to access the aerial image for cloud removal. Please provide those coordinates.,calculate Normalized difference vegetation index (NDVI)
 Enhance the aerial image by removing clouds in Town Y for the year 2020., Please provide the specific location coordinates for Town Y so I can process the aerial image and remove clouds for the year 2020.,calculate Normalized difference vegetation index (NDVI)
 Perform cloud removal on the aerial image taken over Ward B from last month to today.," To proceed, I need the accurate location coordinates for Ward B. Please provide that information so I can perform cloud removal for the specified timeframe.",tree counting/detection
 Remove clouds from the aerial image of Subdistrict Z captured on 05/12/2019., Could you specify the exact location (latitude and longitude) for Subdistrict Z? This will enable me to access the aerial image for cloud removal on the specified date.,cloud removal from aerial image
 Enhance the aerial image by removing clouds in Village P for the year 2018.," In order to proceed, I need the precise location coordinates for Village P. Please provide that information so I can calculate the aerial image for cloud removal in 2018.",tree counting/detection
 Perform cloud removal on the aerial image taken over Town Q as of today (05/12/2016).," To assist you further, I require the exact geographical coordinates for Town Q. Please provide that information for cloud removal.",aircraft category object detection
 Remove clouds from the aerial image captured over Ward D during the previous summer., Please specify the specific location coordinates for Ward D so I can access the aerial image for cloud removal during the mentioned timeframe.,land use/land cover in segmentation
 Enhance the aerial image by removing clouds in Subdistrict E on 01/01/2017., I need the specific location coordinates for Subdistrict E in order to process the aerial image and remove clouds on the specified date. Please provide those coordinates.,change of building/land/water body detection
 Remove clouds from the aerial image captured over Subdistrict A on 01/01/2019., Could you please specify the exact location (latitude and longitude) for Subdistrict A so I can retrieve the aerial image for cloud removal?,aircraft category object detection
 Perform cloud removal on the aerial image taken over Ward 3 of Smithville as of today (02/06/2014).," To assist you further, I need the precise location coordinates for Ward 3 in Smithville. Please provide that information for cloud removal.",aircraft category object detection
 Remove clouds from the aerial image of Village X captured during the previous summer., I require the specific geographical coordinates of Village X to access the aerial image for cloud removal. Please provide those coordinates.,cloud removal from aerial image
 Enhance the aerial image by removing clouds in Town Y for the year 2020., Please provide the specific location coordinates for Town Y so I can process the aerial image and remove clouds for the year 2020.,land use/land cover in segmentation
 Perform cloud removal on the aerial image taken over Ward B from last month to today.," To proceed, I need the accurate location coordinates for Ward B. Please provide that information so I can perform cloud removal for the specified timeframe.",tree counting/detection
 Remove clouds from the aerial image of Subdistrict Z captured on 02/06/2013., Could you specify the exact location (latitude and longitude) for Subdistrict Z? This will enable me to access the aerial image for cloud removal on the specified date.,tree counting/detection
 Enhance the aerial image by removing clouds in Village P for the year 2017.," In order to proceed, I need the precise location coordinates for Village P. Please provide that information so I can calculate the aerial image for cloud removal in 2017.",land use/land cover in segmentation
 Perform cloud removal on the aerial image taken over Town Q as of today (02/06/2014).," To assist you further, I require the exact geographical coordinates for Town Q. Please provide that information for cloud removal.",car/automobile/four-wheeler/motorcar vehicle like object counting/detection
 Remove clouds from the aerial image captured over Ward D during the previous summer., Please specify the specific location coordinates for Ward D so I can access the aerial image for cloud removal during the mentioned timeframe.,car/automobile/four-wheeler/motorcar vehicle like object counting/detection
 Enhance the aerial image by removing clouds in Subdistrict E on 01/01/2016., I need the specific location coordinates for Subdistrict E in order to process the aerial image and remove clouds on the specified date. Please provide those coordinates.,aircraft category object detection
 Count the number of cars in Subdistrict A on 01/01/2019., Could you please specify the exact location (latitude and longitude) for Subdistrict A so I can perform car counting in that area?,calculate Normalized difference vegetation index (NDVI)
 Perform car detection in Ward 3 of Smithville as of today (01/06/2016).," To assist you further, I need the precise location coordinates for Ward 3 in Smithville. Please provide that information for car detection.",calculate Normalized difference vegetation index (NDVI)
 Count the number of motorcar vehicle-like objects in Village X during the previous summer., I require the specific geographical coordinates of Village X to access the data for counting motorcar vehicle-like objects for the specified timeframe. Please provide those coordinates.,tree counting/detection
 Estimate the number of four-wheelers in Town Y for the year 2020., Please provide the specific location coordinates for Town Y so I can count the number of four-wheelers for the year 2020.,aircraft category object detection
 Perform vehicle-like object detection in Ward B from last month to today.," To proceed, I need the accurate location coordinates for Ward B. Please provide that information so I can perform vehicle-like object detection for the specified timeframe.",car/automobile/four-wheeler/motorcar vehicle like object counting/detection
 Count the number of cars in Subdistrict Z on 01/06/2013., Could you specify the exact location (latitude and longitude) for Subdistrict Z? This will enable me to count the number of cars on the specified date.,aircraft category object detection
 Estimate the number of motorcar vehicle-like objects in Village P for the year 2017.," In order to proceed, I need the precise location coordinates for Village P. Please provide that information so I can estimate the number of motorcar vehicle-like objects for 2017.",change of building/land/water body detection
 Perform car detection in Town Q as of today (01/06/2016).," To assist you further, I require the exact geographical coordinates for Town Q. Please provide that information for car detection.",calculate Normalized difference vegetation index (NDVI)
 Count the number of four-wheelers in Ward D during the previous summer., Please specify the specific location coordinates for Ward D so I can count the number of four-wheelers during the mentioned timeframe.,land use/land cover in segmentation
 Estimate the number of car-like objects in Subdistrict E on 01/01/2016., I need the specific location coordinates for Subdistrict E in order to perform car-like object detection on the specified date. Please provide those coordinates.,aircraft category object detection
 Count the number of cars in Subdistrict A on 01/01/2019., Could you please specify the exact location (latitude and longitude) for Subdistrict A so I can perform car counting in that area?,cloud removal from aerial image
 Perform car detection in Ward 3 of Smithville as of today (06/10/2014).," To assist you further, I need the precise location coordinates for Ward 3 in Smithville. Please provide that information for car detection.",cloud removal from aerial image
 Count the number of motorcar vehicle-like objects in Village X during the previous summer., I require the specific geographical coordinates of Village X to access the data for counting motorcar vehicle-like objects for the specified timeframe. Please provide those coordinates.,car/automobile/four-wheeler/motorcar vehicle like object counting/detection
 Estimate the number of four-wheelers in Town Y for the year 2020., Please provide the specific location coordinates for Town Y so I can count the number of four-wheelers for the year 2020.,car/automobile/four-wheeler/motorcar vehicle like object counting/detection
 Perform vehicle-like object detection in Ward B from last month to today.," To proceed, I need the accurate location coordinates for Ward B. Please provide that information so I can perform vehicle-like object detection for the specified timeframe.",calculate Normalized difference vegetation index (NDVI)
 Count the number of cars in Subdistrict Z on 06/10/2013., Could you specify the exact location (latitude and longitude) for Subdistrict Z? This will enable me to count the number of cars on the specified date.,calculate Normalized difference vegetation index (NDVI)
 Estimate the number of motorcar vehicle-like objects in Village P for the year 2017.," In order to proceed, I need the precise location coordinates for Village P. Please provide that information so I can estimate the number of motorcar vehicle-like objects for 2017.",car/automobile/four-wheeler/motorcar vehicle like object counting/detection
 Perform car detection in Town Q as of today (06/10/2014).," To assist you further, I require the exact geographical coordinates for Town Q. Please provide that information for car detection.",change of building/land/water body detection
 Count the number of four-wheelers in Ward D during the previous summer., Please specify the specific location coordinates for Ward D so I can count the number of four-wheelers during the mentioned timeframe.,land use/land cover in segmentation
 Estimate the number of car-like objects in Subdistrict E on 01/01/2016., I need the specific location coordinates for Subdistrict E in order to perform car-like object detection on the specified date. Please provide those coordinates.,calculate Normalized difference vegetation index (NDVI)
 Detect changes in buildings in Subdistrict A on 01/01/2019., Could you please specify the exact location (latitude and longitude) for Subdistrict A so I can detect changes in buildings in that area?,tree counting/detection
 Perform land change detection in Ward 3 of Smithville as of today (15/12/2018).," To assist you further, I need the precise location coordinates for Ward 3 in Smithville. Please provide that information for land change detection.",calculate Normalized difference vegetation index (NDVI)
 Detect changes in water bodies in Village X during the previous summer., I require the specific geographical coordinates of Village X to access the data for detecting changes in water bodies for the specified timeframe. Please provide those coordinates.,cloud removal from aerial image
 Identify changes in buildings in Town Y for the year 2020., Please provide the specific location coordinates for Town Y so I can detect changes in buildings for the year 2020.,land use/land cover in segmentation
 Perform land change detection in Ward B from last month to today.," To proceed, I need the accurate location coordinates for Ward B. Please provide that information so I can perform land change detection for the specified timeframe.",car/automobile/four-wheeler/motorcar vehicle like object counting/detection
 Detect changes in land use in Subdistrict Z on 15/12/2017., Could you specify the exact location (latitude and longitude) for Subdistrict Z? This will enable me to detect changes in land use on the specified date.,cloud removal from aerial image
 Identify changes in water bodies in Village P for the year 2017.," In order to proceed, I need the precise location coordinates for Village P. Please provide that information so I can identify changes in water bodies for 2017.",cloud removal from aerial image
 Perform building change detection in Town Q as of today (15/12/2018).," To assist you further, I require the exact geographical coordinates for Town Q. Please provide that information for building change detection.",land use/land cover in segmentation
 Detect changes in land use in Ward D during the previous summer., Please specify the specific location coordinates for Ward D so I can detect changes in land use during the mentioned timeframe.,car/automobile/four-wheeler/motorcar vehicle like object counting/detection
 Identify changes in water bodies in Subdistrict E on 01/01/2016., I need the specific location coordinates for Subdistrict E in order to identify changes in water bodies on the specified date. Please provide those coordinates.,aircraft category object detection
 Detect aircraft in Subdistrict A on 01/01/2019., Could you please specify the exact location (latitude and longitude) for Subdistrict A so I can perform aircraft detection in that area?,aircraft category object detection
 Perform aircraft category object detection in Ward 3 of Smithville as of today (19/08/2021).," To assist you further, I need the precise location coordinates for Ward 3 in Smithville. Please provide that information for aircraft category object detection.",land use/land cover in segmentation
 Identify aircraft in Village X during the previous summer., I require the specific geographical coordinates of Village X to access the data for detecting aircraft for the specified timeframe. Please provide those coordinates.,change of building/land/water body detection
 Detect aircraft categories in Town Y for the year 2020., Please provide the specific location coordinates for Town Y so I can detect aircraft categories for the year 2020.,car/automobile/four-wheeler/motorcar vehicle like object counting/detection
 Perform aircraft object detection in Ward B from last month to today.," To proceed, I need the accurate location coordinates for Ward B. Please provide that information so I can perform aircraft object detection for the specified timeframe.",cloud removal from aerial image
 Identify aircraft in Subdistrict Z on 19/08/2020., Could you specify the exact location (latitude and longitude) for Subdistrict Z? This will enable me to detect aircraft on the specified date.,tree counting/detection
 Detect aircraft categories in Village P for the year 2017.," In order to proceed, I need the precise location coordinates for Village P. Please provide that information so I can detect aircraft categories for 2017.",car/automobile/four-wheeler/motorcar vehicle like object counting/detection
 Perform aircraft category object detection in Town Q as of today (19/08/2021).," To assist you further, I require the exact geographical coordinates for Town Q. Please provide that information for aircraft category object detection.",car/automobile/four-wheeler/motorcar vehicle like object counting/detection
 Identify aircraft in Ward D during the previous summer., Please specify the specific location coordinates for Ward D so I can identify aircraft during the mentioned timeframe.,cloud removal from aerial image
 Detect aircraft in Subdistrict E on 01/01/2016., I need the specific location coordinates for Subdistrict E in order to detect aircraft on the specified date. Please provide those coordinates.,car/automobile/four-wheeler/motorcar vehicle like object counting/detection
 Perform land use and land cover segmentation in Subdistrict A on 01/01/2019., Could you please specify the exact location (latitude and longitude) for Subdistrict A so I can perform land use and land cover segmentation in that area?,tree counting/detection
 Perform land cover segmentation in Ward 3 of Smithville as of today (11/05/2018).," To assist you further, I need the precise location coordinates for Ward 3 in Smithville. Please provide that information for land cover segmentation.",land use/land cover in segmentation
 Segment land use and land cover in Village X during the previous summer., I require the specific geographical coordinates of Village X to access the data for segmenting land use and land cover for the specified timeframe. Please provide those coordinates.,change of building/land/water body detection
 Perform land use segmentation in Town Y for the year 2020., Please provide the specific location coordinates for Town Y so I can perform land use segmentation for the year 2020.,tree counting/detection
 Segment land cover in Ward B from last month to today.," To proceed, I need the accurate location coordinates for Ward B. Please provide that information so I can perform land cover segmentation for the specified timeframe.",calculate Normalized difference vegetation index (NDVI)
 Segment land use and land cover in Subdistrict Z on 11/05/2017., Could you specify the exact location (latitude and longitude) for Subdistrict Z? This will enable me to segment land use and land cover on the specified date.,cloud removal from aerial image
 Perform land cover segmentation in Village P for the year 2017.," In order to proceed, I need the precise location coordinates for Village P. Please provide that information so I can perform land cover segmentation for 2017.",land use/land cover in segmentation
 Perform land use segmentation in Town Q as of today (11/05/2018).," To assist you further, I require the exact geographical coordinates for Town Q. Please provide that information for land use segmentation.",land use/land cover in segmentation
 Segment land cover in Ward D during the previous summer., Please specify the specific location coordinates for Ward D so I can segment land cover during the mentioned timeframe.,aircraft category object detection
 Segment land use and land cover in Subdistrict E on 01/01/2016., I need the specific location coordinates for Subdistrict E in order to segment land use and land cover on the specified date. Please provide those coordinates.,cloud removal from aerial image
 Perform land use and land cover segmentation in Subdistrict A on 01/01/2019., Could you please specify the exact location (latitude and longitude) for Subdistrict A so I can perform land use and land cover segmentation in that area?,tree counting/detection
 Perform land cover segmentation in Ward 3 of Smithville as of today (04/03/2016).," To assist you further, I need the precise location coordinates for Ward 3 in Smithville. Please provide that information for land cover segmentation.",change of building/land/water body detection
 Segment land use and land cover in Village X during the previous summer., I require the specific geographical coordinates of Village X to access the data for segmenting land use and land cover for the specified timeframe. Please provide those coordinates.,tree counting/detection
 Perform land use segmentation in Town Y for the year 2020., Please provide the specific location coordinates for Town Y so I can perform land use segmentation for the year 2020.,tree counting/detection
 Segment land cover in Ward B from last month to today.," To proceed, I need the accurate location coordinates for Ward B. Please provide that information so I can perform land cover segmentation for the specified timeframe.",cloud removal from aerial image
 Segment land use and land cover in Subdistrict Z on 04/03/2017., Could you specify the exact location (latitude and longitude) for Subdistrict Z? This will enable me to segment land use and land cover on the specified date.,change of building/land/water body detection
 Perform land cover segmentation in Village P for the year 2017.," In order to proceed, I need the precise location coordinates for Village P. Please provide that information so I can perform land cover segmentation for 2017.",tree counting/detection
 Perform land use segmentation in Town Q as of today (04/03/2016).," To assist you further, I require the exact geographical coordinates for Town Q. Please provide that information for land use segmentation.",tree counting/detection
 Segment land cover in Ward D during the previous summer., Please specify the specific location coordinates for Ward D so I can segment land cover during the mentioned timeframe.,change of building/land/water body detection
 Segment land use and land cover in Subdistrict E on 01/01/2016., I need the specific location coordinates for Subdistrict E in order to segment land use and land cover on the specified date. Please provide those coordinates.,land use/land cover in segmentation
 Remove clouds from an aerial image taken over Subdistrict A on 01/01/2023.," To proceed, please provide the precise geographical coordinates for Subdistrict A so I can perform cloud removal on the specified date.",cloud removal from aerial image
 Remove clouds from an aerial image captured over Ward 3 of Smithville as of today (30/07/2022).," To assist you further, I need the accurate location coordinates for Ward 3 in Smithville. Please provide that information for cloud removal.",tree counting/detection
 Remove clouds from an aerial image taken over Village X during the previous summer., I require the specific geographical coordinates of Village X to access the aerial image and remove clouds for the specified timeframe. Please provide those coordinates.,land use/land cover in segmentation
 Perform cloud removal from an aerial image captured over Town Y for the year 2021., Please provide the specific location coordinates for Town Y so I can perform cloud removal for the year 2021.,change of building/land/water body detection
 Remove clouds from an aerial image captured over Ward B from last month to today.," To proceed, I need the precise location coordinates for Ward B. Please provide that information so I can perform cloud removal for the specified timeframe.",land use/land cover in segmentation
 Remove clouds from an aerial image taken over Subdistrict Z on 30/07/2021., Could you specify the exact location (latitude and longitude) for Subdistrict Z? This will enable me to remove clouds from the aerial image on the specified date.,cloud removal from aerial image
 Remove clouds from an aerial image captured over Village P for the year 2019.," In order to proceed, I need the accurate location coordinates for Village P. Please provide that information so I can perform cloud removal for 2019.",calculate Normalized difference vegetation index (NDVI)
 Remove clouds from an aerial image taken over Town Q as of today (30/07/2022).," To assist you further, I require the exact geographical coordinates for Town Q. Please provide that information for cloud removal.",tree counting/detection
 Perform cloud removal from an aerial image captured over Ward D during the previous summer., Please specify the specific location coordinates for Ward D so I can perform cloud removal for the mentioned timeframe.,tree counting/detection
 Remove clouds from an aerial image taken over Subdistrict E on 01/01/2022., I need the specific location coordinates for Subdistrict E to remove clouds from the aerial image on the specified date. Please provide those coordinates.,change of building/land/water body detection
 Detect aircraft categories in Subdistrict A on 01/01/2019.," To proceed, please provide the precise geographical coordinates for Subdistrict A so I can perform aircraft category object detection on the specified date.",cloud removal from aerial image
 Perform aircraft category object detection in Ward 3 of Smithville as of today (04/12/2018).," To assist you further, I need the accurate location coordinates for Ward 3 in Smithville. Please provide that information for aircraft category object detection.",land use/land cover in segmentation
 Detect aircraft categories in Village X during the previous summer., I require the specific geographical coordinates of Village X to perform aircraft category object detection for the specified timeframe. Please provide those coordinates.,tree counting/detection
 Perform aircraft category object detection in Town Y for the year 2020., Please provide the specific location coordinates for Town Y so I can perform aircraft category object detection for the year 2020.,car/automobile/four-wheeler/motorcar vehicle like object counting/detection
 Detect aircraft categories in Ward B from last month to today.," To proceed, I need the precise location coordinates for Ward B. Please provide that information so I can perform aircraft category object detection for the specified timeframe.",calculate Normalized difference vegetation index (NDVI)
 Detect aircraft categories in Subdistrict Z on 04/12/2019., Could you specify the exact location (latitude and longitude) for Subdistrict Z? This will enable me to detect aircraft categories on the specified date.,aircraft category object detection
 Perform aircraft category object detection in Village P for the year 2019.," In order to proceed, I need the accurate location coordinates for Village P. Please provide that information so I can perform aircraft category object detection for 2019.",cloud removal from aerial image
 Perform aircraft category object detection in Town Q as of today (04/12/2018).," To assist you further, I require the exact geographical coordinates for Town Q. Please provide that information for aircraft category object detection.",tree counting/detection
 Detect aircraft categories in Ward D during the previous summer., Please specify the specific location coordinates for Ward D so I can perform aircraft category object detection for the mentioned timeframe.,car/automobile/four-wheeler/motorcar vehicle like object counting/detection
 Detect aircraft categories in Subdistrict E on 01/01/2020., I need the specific location coordinates for Subdistrict E to detect aircraft categories on the specified date. Please provide those coordinates.,change of building/land/water body detection
 Count the number of cars in Subdistrict A on 01/01/2021.," To proceed, please provide the precise geographical coordinates for Subdistrict A so I can perform car counting on the specified date.",aircraft category object detection
 Detect motor vehicles in Ward 3 of Smithville as of today (25/01/2020).," To assist you further, I need the accurate location coordinates for Ward 3 in Smithville. Please provide that information for motor vehicle detection.",cloud removal from aerial image
 Count automobiles in Village X during the previous summer., I require the specific geographical coordinates of Village X to count automobiles for the specified timeframe. Please provide those coordinates.,land use/land cover in segmentation
 Perform car detection in Town Y for the year 2022., Please provide the specific location coordinates for Town Y so I can perform car detection for the year 2022.,tree counting/detection
 Count motorcars in Ward B from last month to today.," To proceed, I need the precise location coordinates for Ward B. Please provide that information so I can count motorcars for the specified timeframe.",change of building/land/water body detection
 Count four-wheelers in Subdistrict Z on 25/01/2021., Could you specify the exact location (latitude and longitude) for Subdistrict Z? This will enable me to count four-wheelers on the specified date.,car/automobile/four-wheeler/motorcar vehicle like object counting/detection
 Perform automobile detection in Village P for the year 2020.," In order to proceed, I need the accurate location coordinates for Village P. Please provide that information so I can perform automobile detection for 2020.",calculate Normalized difference vegetation index (NDVI)
 Perform car counting in Town Q as of today (25/01/2020).," To assist you further, I require the exact geographical coordinates for Town Q. Please provide that information for car counting.",change of building/land/water body detection
 Count motor vehicles in Ward D during the previous summer., Please specify the specific location coordinates for Ward D so I can count motor vehicles for the mentioned timeframe.,aircraft category object detection
 Count cars in Subdistrict E on 01/01/2022., I need the specific location coordinates for Subdistrict E to count cars on the specified date. Please provide those coordinates.,cloud removal from aerial image
" Calculate the NDVI for the agricultural area in Ward 5, considering today's date (23/03/2023)."," To calculate NDVI accurately, please provide the specific geographical coordinates for Ward 5.",cloud removal from aerial image
 Compute the NDVI for the commune of Greenfield during last summer.," To proceed, I need the precise location coordinates for Greenfield. Please provide that information so I can calculate the NDVI for the mentioned timeframe.",calculate Normalized difference vegetation index (NDVI)
 Calculate the NDVI for Subdistrict X on 01/01/2022., I require the specific geographical coordinates for Subdistrict X to calculate the NDVI on the specified date. Please provide those coordinates.,calculate Normalized difference vegetation index (NDVI)
 Calculate NDVI for the village of Meadowbrook for the entire year of 2020.," In order to proceed, I need the accurate location coordinates for Meadowbrook. Please provide that information so I can calculate the NDVI for the entire year of 2020.",change of building/land/water body detection
 Compute the NDVI for Ward 3 during the last month., Please specify the exact location (latitude and longitude) for Ward 3 to calculate the NDVI for the mentioned timeframe.,change of building/land/water body detection
 Calculate the NDVI for Subdistrict Z on 15/08/2021., Could you provide the precise location coordinates for Subdistrict Z? This will enable me to calculate the NDVI on the specified date.,calculate Normalized difference vegetation index (NDVI)
 Calculate NDVI for the town of Riverside for the year 2022.," To assist you further, I need the specific location coordinates for Riverside. Please provide that information so I can calculate the NDVI for 2022.",cloud removal from aerial image
 Compute the NDVI for the entire commune of Pineville for the previous summer.," In order to proceed, I need the accurate location coordinates for Pineville. Please provide that information so I can calculate the NDVI for the mentioned timeframe.",car/automobile/four-wheeler/motorcar vehicle like object counting/detection
 Calculate the NDVI for Ward A on 01/03/2023., I require the specific geographical coordinates for Ward A to calculate the NDVI on the specified date. Please provide those coordinates.,change of building/land/water body detection
 Calculate the NDVI for Subdistrict B for the last month., Please specify the exact location (latitude and longitude) for Subdistrict B so I can calculate the NDVI for the mentioned timeframe.,calculate Normalized difference vegetation index (NDVI)
 Perform land use/land cover segmentation for the town of Riverside on 10/05/2015.," To begin, please provide the precise geographical coordinates (latitude and longitude) for Riverside, so I can proceed with land use/land cover segmentation for the specified date.",tree counting/detection
 Segment land use/land cover in Ward 3 for the entire year of 2018.," To assist you further, I need the specific location coordinates for Ward 3. Please provide that information so I can perform land use/land cover segmentation for 2018.",land use/land cover in segmentation
 Conduct land use/land cover segmentation in Subdistrict X during the last month.," In order to proceed, I require the accurate location coordinates for Subdistrict X. Please provide those coordinates, and I'll perform the segmentation for the mentioned timeframe.",aircraft category object detection
 Segment land use/land cover in the commune of Greenfield on 01/01/2020., Could you please provide the precise location coordinates for Greenfield? This information is necessary for me to perform land use/land cover segmentation on the specified date.,tree counting/detection
 Perform land use/land cover segmentation for the village of Meadowbrook for the entire year of 2022.," To begin, I need the accurate location coordinates for Meadowbrook. Please provide that information so I can proceed with land use/land cover segmentation for 2022.",land use/land cover in segmentation
 Segment land use/land cover in Ward A during the previous summer., Please specify the exact location (latitude and longitude) for Ward A so I can perform land use/land cover segmentation for the mentioned timeframe.,car/automobile/four-wheeler/motorcar vehicle like object counting/detection
 Conduct land use/land cover segmentation in Subdistrict Z on 15/08/2019.," In order to proceed, I require the specific geographical coordinates for Subdistrict Z. Please provide those coordinates, and I'll perform the segmentation on the specified date.",land use/land cover in segmentation
 Perform land use/land cover segmentation for the entire town of Pineville on 05/03/2014.," To assist you further, I need the specific location coordinates for Pineville. Please provide that information so I can perform land use/land cover segmentation on the specified date.",calculate Normalized difference vegetation index (NDVI)
 Segment land use/land cover in the village of Lakeside for today's date (25/07/2010)., I require the specific geographical coordinates for Lakeside to perform land use/land cover segmentation for today's date. Please provide those coordinates.,tree counting/detection
 Conduct land use/land cover segmentation in Subdistrict B for the last month., Please specify the exact location (latitude and longitude) for Subdistrict B so I can perform land use/land cover segmentation for the mentioned timeframe.,car/automobile/four-wheeler/motorcar vehicle like object counting/detection
 Detect changes in water bodies in Subdistrict A during the summer of 2020.," To proceed, I need the precise geographical coordinates (latitude and longitude) for Subdistrict A. Please provide this information so I can detect changes in water bodies for the mentioned timeframe.",land use/land cover in segmentation
 Detect changes in building structures in Ward 4 from 01/01/2015 to 01/01/2020.," To assist you further, I need the specific location coordinates for Ward 4. Please provide that information so I can detect changes in building structures within the specified date range.",cloud removal from aerial image
 Conduct change detection in land cover in the commune of Greenfield for the last month.," In order to proceed, I require the accurate location coordinates for the commune of Greenfield. Please provide those coordinates, and I'll perform the change detection for the mentioned timeframe.",tree counting/detection
 Detect changes in water bodies in the village of Lakeside for today's date (25/03/2016)., I require the specific geographical coordinates for Lakeside to detect changes in water bodies for today's date. Please provide those coordinates.,cloud removal from aerial image
 Perform change detection in building structures in Subdistrict B during the previous summer., Please specify the exact location (latitude and longitude) for Subdistrict B so I can detect changes in building structures for the mentioned timeframe.,aircraft category object detection
 Detect changes in land cover in the town of Pineville on 15/08/2019.," To assist you further, I need the specific location coordinates for Pineville. Please provide that information so I can perform change detection in land cover on the specified date.",car/automobile/four-wheeler/motorcar vehicle like object counting/detection
 Conduct change detection in water bodies in Ward X from 01/01/2021 to 31/12/2021.," In order to proceed, I require the accurate location coordinates for Ward X. Please provide those coordinates, and I'll perform the change detection within the specified date range.",cloud removal from aerial image
 Detect changes in building structures in the entire Subdistrict Z on today's date (25/03/2016)., I require the specific geographical coordinates for Subdistrict Z to detect changes in building structures for today's date. Please provide those coordinates.,calculate Normalized difference vegetation index (NDVI)
 Perform change detection in water bodies in the village of Meadowbrook for the entire year of 2022.," To assist you further, I need the specific location coordinates for Meadowbrook. Please provide that information so I can detect changes in water bodies for 2022.",car/automobile/four-wheeler/motorcar vehicle like object counting/detection
 Conduct change detection in land cover in the entire town of Riverside during the last month., Please specify the exact location (latitude and longitude) for Riverside so I can perform change detection in land cover for the mentioned timeframe.,cloud removal from aerial image
 Count the number of trees in Ward 3 during the summer of 2021.," To proceed, I need the precise geographical coordinates (latitude and longitude) for Ward 3. Please provide this information so I can accurately count the trees for the mentioned timeframe.",land use/land cover in segmentation
 Detect and count trees in Subdistrict A from 01/01/2015 to 01/01/2020.," To assist you further, I need the specific location coordinates for Subdistrict A. Please provide that information so I can detect and count the trees within the specified date range.",tree counting/detection
 Count the trees in the commune of Greenfield for the last month.," In order to proceed, I require the accurate location coordinates for the commune of Greenfield. Please provide those coordinates, and I'll count the trees for the mentioned timeframe.",cloud removal from aerial image
 Detect and count trees in the village of Lakeside for today's date (05/02/2013)., I require the specific geographical coordinates for Lakeside to detect and count the trees for today's date. Please provide those coordinates.,calculate Normalized difference vegetation index (NDVI)
 Count the trees in Subdistrict B during the previous summer., Please specify the exact location (latitude and longitude) for Subdistrict B so I can count the trees for the mentioned timeframe.,aircraft category object detection
 Detect and count trees in the town of Pineville on 15/08/2019.," To assist you further, I need the specific location coordinates for Pineville. Please provide that information so I can detect and count the trees on the specified date.",land use/land cover in segmentation
 Count the trees in Ward X from 01/01/2021 to 31/12/2021.," In order to proceed, I require the accurate location coordinates for Ward X. Please provide those coordinates, and I'll count the trees within the specified date range.",aircraft category object detection
 Detect and count trees in the entire Subdistrict Z on today's date (05/02/2013)., I require the specific geographical coordinates for Subdistrict Z to detect and count the trees for today's date. Please provide those coordinates.,cloud removal from aerial image
 Count the trees in the village of Meadowbrook for the entire year of 2022.," To assist you further, I need the specific location coordinates for Meadowbrook. Please provide that information so I can count the trees for 2022.",land use/land cover in segmentation
 Detect and count trees in the entire town of Riverside during the last month., Please specify the exact location (latitude and longitude) for Riverside so I can detect and count the trees for the mentioned timeframe.,calculate Normalized difference vegetation index (NDVI)
 Count the number of cars in Ward 5 during the summer of 2020.," To proceed, I need the precise geographical coordinates (latitude and longitude) for Ward 5. Please provide this information so I can accurately count the cars for the mentioned timeframe.",car/automobile/four-wheeler/motorcar vehicle like object counting/detection
 Detect and count cars in Subdistrict C from 01/01/2018 to 01/01/2019.," To assist you further, I need the specific location coordinates for Subdistrict C. Please provide that information so I can detect and count the cars within the specified date range.",change of building/land/water body detection
 Count the cars in the commune of Lakeside for the last month.," In order to proceed, I require the accurate location coordinates for the commune of Lakeside. Please provide those coordinates, and I'll count the cars for the mentioned timeframe.",land use/land cover in segmentation
 Detect and count cars in the village of Greenfield for today's date (04/10/2019)., I require the specific geographical coordinates for Greenfield to detect and count the cars for today's date. Please provide those coordinates.,land use/land cover in segmentation
 Count the cars in Subdistrict A during the previous summer., Please specify the exact location (latitude and longitude) for Subdistrict A so I can count the cars for the mentioned timeframe.,tree counting/detection
 Detect and count cars in the town of Riverside on 15/08/2017.," To assist you further, I need the specific location coordinates for Riverside. Please provide that information so I can detect and count the cars on the specified date.",land use/land cover in segmentation
